neon_taxonID,neon_lookup_group,is_biorepo_mapped,biorepo_tid,scientificName_biorepo,taxonRank_biorepo,verbatimScientificName_biorepo_map,biorepo_organism,biorepo_kingdom,biorepo_subkingdom,biorepo_division,biorepo_subdivision,biorepo_superclass,biorepo_class,biorepo_subclass,biorepo_order,biorepo_suborder,biorepo_superfamily,biorepo_family,biorepo_subfamily,biorepo_tribe,biorepo_subtribe,biorepo_genus,biorepo_subgenus,biorepo_section,biorepo_subsection,biorepo_species,biorepo_subspecies,biorepo_variety,biorepo_subvariety,biorepo_form,biorepo_subform,biorepo_cultivated,biorepo_complex/group
DERPAR,TICK,True,101320,Dermacentor parumapertus,,Dermacentor parumapertus,Organism,Animalia,,Arthropoda,,,Arachnida,,Ixodida,,,Ixodidae,,,,Dermacentor,,,,Dermacentor parumapertus,,,,,,,
DERSP,TICK,True,101316,Dermacentor,,Dermacentor sp.,Organism,Animalia,,Arthropoda,,,Arachnida,,Ixodida,,,Ixodidae,,,,Dermacentor,,,,,,,,,,,
DERVAR,TICK,True,101322,Dermacentor variabilis,,Dermacentor variabilis,Organism,Animalia,,Arthropoda,,,Arachnida,,Ixodida,,,Ixodidae,,,,Dermacentor,,,,Dermacentor variabilis,,,,,,,
HAECHO,TICK,True,103043,Haemaphysalis chordeilis,,Haemaphysalis chordeilis,Organism,Animalia,,Arthropoda,,,Arachnida,,Ixodida,,,Ixodidae,,,,Haemaphysalis,,,,Haemaphysalis chordeilis,,,,,,,
HAELEP,TICK,True,103046,Haemaphysalis leporispalustris,,Haemaphysalis leporispalustris,Organism,Animalia,,Arthropoda,,,Arachnida,,Ixodida,,,Ixodidae,,,,Haemaphysalis,,,,Haemaphysalis leporispalustris,,,,,,,
HAELON,TICK,True,103048,Haemaphysalis longicornis,,Haemaphysalis longicornis,Organism,Animalia,,Arthropoda,,,Arachnida,,Ixodida,,,Ixodidae,,,,Haemaphysalis,,,,Haemaphysalis longicornis,,,,,,,
HAESP,TICK,True,103042,Haemaphysalis,,Haemaphysalis sp.,Organism,Animalia,,Arthropoda,,,Arachnida,,Ixodida,,,Ixodidae,,,,Haemaphysalis,,,,,,,,,,,
IXOAFF,TICK,True,104310,Ixodes affinis,,Ixodes affinis,Organism,Animalia,,Arthropoda,,,Arachnida,,Ixodida,,,Ixodidae,,,,Ixodes,,,,Ixodes affinis,,,,,,,
IXOANG,TICK,True,104311,Ixodes angustus,,Ixodes angustus,Organism,Animalia,,Arthropoda,,,Arachnida,,Ixodida,,,Ixodidae,,,,Ixodes,,,,Ixodes angustus,,,,,,,
IXOAUR,TICK,True,104312,Ixodes auritulus,,Ixodes auritulus,Organism,Animalia,,Arthropoda,,,Arachnida,,Ixodida,,,Ixodidae,,,,Ixodes,,,,Ixodes auritulus,,,,,,,
IXOBAE,TICK,True,104313,Ixodes baergi,,Ixodes baergi,Organism,Animalia,,Arthropoda,,,Arachnida,,Ixodida,,,Ixodidae,,,,Ixodes,,,,Ixodes baergi,,,,,,,
IXOBAN,TICK,True,104314,Ixodes banksi,,Ixodes banksi,Organism,Animalia,,Arthropoda,,,Arachnida,,Ixodida,,,Ixodidae,,,,Ixodes,,,,Ixodes banksi,,,,,,,
IXOBRU,TICK,True,133674,Ixodes brunneus,,Ixodes brunneus,Organism,Animalia,,Arthropoda,,,Arachnida,,Ixodida,,,Ixodidae,,,,Ixodes,,,,Ixodes brunneus,,,,,,,
IXOCON,TICK,True,133682,Ixodes conepati,,Ixodes conepati,Organism,Animalia,,Arthropoda,,,Arachnida,,Ixodida,,,Ixodidae,,,,Ixodes,,,,Ixodes conepati,,,,,,,
IXOCOO,TICK,True,104316,Ixodes cookei,,Ixodes cookei,Organism,Animalia,,Arthropoda,,,Arachnida,,Ixodida,,,Ixodidae,,,,Ixodes,,,,Ixodes cookei,,,,,,,
